system,views,psnr_db_mean,ssim_mean,lpips_alex_v01_mean
M1,5,9.479090378764525,0.2634574569761753,0.7066062331199646
M2,5,12.199653443831906,0.3421064972877502,0.5660470843315124
M3,5,10.064124431677707,0.2645517558790743,0.7137704014778137
M4,5,12.58519904286817,0.34350048899650576,0.5302736401557923
